"id","created_at","updated_at","care_addr","care_nm","care_tel"
166,"2024-09-23 00:27:47.167720","2024-09-23 00:27:47.167726",경상남도 고성군 고성읍 남해안대로 2829-60  고성군농업기술센터 동물보호센터,고성군유기동물보호소,"055-670-4314"
167,"2024-09-23 00:27:47.514899","2024-09-23 00:27:47.514905",서울특별시 양천구 등촌로 160 (목동) 1층,강현림동물병원,"02-2642-9159"
168,"2024-09-23 00:27:47.926377","2024-09-23 00:27:47.926385",전라남도 보성군 노동면 노동천동길 221  ,보성유기동물보호센터,"061-853-5405"
169,"2024-09-23 00:27:47.943208","2024-09-23 00:27:47.943213",강원도 원주시 호저면 칠봉로 110-6  ,횡성유기동물보호센터,"033-731-1119"
170,"2024-09-23 00:27:47.998707","2024-09-23 00:27:47.998714",경상남도 남해군 이동면 남해대로 2449  동물보호센터,남해군동물보호센터,"055-860-3974"
171,"2024-09-23 00:27:48.073348","2024-09-23 00:27:48.073356",인천광역시 부평구 체육관로 40 (삼산동) ,삼산종합동물병원,"032-330-0075"
172,"2024-09-23 00:27:48.609259","2024-09-23 00:27:48.609267",서울특별시 서대문구 모래내로 333 (홍은동) ,내품애센터,"02-330-3821"
173,"2024-09-23 00:27:48.693218","2024-09-23 00:27:48.693234",경상북도 칠곡군 석적읍 포망로 341 (석적읍) ,칠곡유기동물보호센터,"054-973-5710"
174,"2024-09-23 00:27:48.734919","2024-09-23 00:27:48.734930",강원도 양양군 손양면 동막골길 115-35  .,양양군유기동물보호소,"033-670-2459"
175,"2024-09-23 00:27:49.881559","2024-09-23 00:27:49.881567",인천광역시 계양구 다남로165번길 56 (다남동) 인천수의사회유기동물보호소,인천수의사회유기동물,"032-515-7567"
176,"2024-09-23 00:27:50.011804","2024-09-23 00:27:50.011811",전라북도 순창군 구림면 삭골길 56-1  ,순창유기동물보호소,"063-650-5641"
177,"2024-09-23 00:27:50.044185","2024-09-23 00:27:50.044192",대구광역시 수성구 달구벌대로 3144 (노변동) 펫동물병원,펫동물병원,"053-474-9820"
178,"2024-09-23 00:27:50.369864","2024-09-23 00:27:50.369870",경상남도 통영시 광도면 전두1길 9-8  ,통영시동물보호센터,"055-650-6291"
179,"2024-09-23 00:27:50.542742","2024-09-23 00:27:50.542748","전라남도 고흥군 포두면 우주로 607 (포두면, 소매점) ",고흥군임시보호센터,"010-3625-1447"
180,"2024-09-23 00:27:50.661346","2024-09-23 00:27:50.661353",전북특별자치도 남원시 왕정동 67 ,하나동물병원,"063-634-7582"
181,"2024-09-23 00:27:50.721225","2024-09-23 00:27:50.721231",전북특별자치도 정읍시 2산단5길 37-1 (하북동) ,정읍시 동물보호소,"063-535-6295"
182,"2024-09-23 00:27:50.783537","2024-09-23 00:27:50.783545",충청남도 청양군 대치면 청산로 446-17 (대치면) ,청양보호소,"041-940-2974"
183,"2024-09-23 00:27:50.989365","2024-09-23 00:27:50.989372","강원도 동해시 대동로 159-13 (송정동, 동해시유기동물보호소) ",동해시유기동물보호소,"033-522-2990"
184,"2024-09-23 00:27:51.266729","2024-09-23 00:27:51.266736",울산광역시 동구 방어진순환도로 645 (일산동) ,일산동물의료센터,"052-252-5878"
185,"2024-09-23 00:27:51.597305","2024-09-23 00:27:51.597313",경기도 구리시 동구릉로136번길 57 (인창동) 2층,구리반려동물문화센터,"031-566-0059"
186,"2024-09-23 00:27:51.785227","2024-09-23 00:27:51.785233",경상북도 영주시 장수면 반구로 143 [*미고시] 영주시동물보호센터,영주시 동물보호센터,"010-6682-1185"
187,"2024-09-23 00:27:51.825100","2024-09-23 00:27:51.825107",전북특별자치도 진안군 진안읍 예리길 36  .,진안군유기동물보호소,"063-430-8175"
188,"2024-09-23 00:27:52.095253","2024-09-23 00:27:52.095259","대구광역시 달서구 진천로 117 (대천동) 117,118 호",동행동물병원,"053-636-8720"
189,"2024-09-23 00:27:52.300222","2024-09-23 00:27:52.300229",경상남도 산청군 산청읍 친환경로 2783-25 (산청읍) ,산청동물보호센터,"010-2050-8577"
190,"2024-09-23 00:27:52.430374","2024-09-23 00:27:52.430381",경상북도 구미시 해평면 낙동대로 2206  ,구미시 동물보호센터,"054-471-5718"
191,"2024-09-23 00:27:52.557220","2024-09-23 00:27:52.557227",전라북도 전주시 완산구 백제대로 121 (효자동1가) ,효자동물병원,"063-224-6672"
192,"2024-09-23 00:27:52.615752","2024-09-23 00:27:52.615759",충청북도 증평군 도안면 입장길 239  ,가정견훈련소,"010-3169-1151"
193,"2024-09-23 00:27:53.616920","2024-09-23 00:27:53.616927",경상북도 청송군 현동면 청송로 3128-141  ,점곡동물보호센터,"054-870-6281"
194,"2024-09-23 00:27:53.708735","2024-09-23 00:27:53.708741","전라남도 강진군 강진읍 초지길 109-62 (강진읍, 강진군상하수도사업소) ",강진군 유기견 보호소,"061-430-3237"
195,"2024-09-23 00:27:53.721979","2024-09-23 00:27:53.721985",전라남도 담양군 용면 시암골로 280-57 (용면) :용면 두장리 21번지,담양군 동물보호센터,"061-380-2734"
196,"2024-09-23 00:27:53.847203","2024-09-23 00:27:53.847210",전라북도 전주시 완산구 삼천동1가 592-1,프렌즈동물병원,"063-227-4975"
197,"2024-09-23 00:27:53.885617","2024-09-23 00:27:53.885624",전라북도 전주시 덕진구 송천동1가 626-42,"21세기동물병원","063-251-1015"
198,"2024-09-23 00:27:54.416128","2024-09-23 00:27:54.416135",전라남도 완도군 신지면 신지로6번길 23-89 (신지면) ,유기동물임시보호센터,"061-550-5749"
199,"2024-09-23 00:27:54.535589","2024-09-23 00:27:54.535597",서울특별시 강동구 상일로 13 (상일동) 1~2층 GD동물병원,GD동물병원,"02-429-8822"
200,"2024-09-23 00:27:54.897350","2024-09-23 00:27:54.897357",서울특별시 성동구 금호산길 63-1 (금호동2가) ,한빛동물병원,"02-2286-6852"
201,"2024-09-23 00:27:55.010082","2024-09-23 00:27:55.010089",경상북도 의성군 의성읍 의성사곡로 101  상리리 440-2,의성동물보호센터,"010-8855-5661"
202,"2024-09-23 00:27:55.369164","2024-09-23 00:27:55.369171",강원도 화천군 상서면 영서로 6387-9  화천농업기술센터,화천군농업기술센터,"033-440-2941"
203,"2024-09-23 00:27:55.628211","2024-09-23 00:27:55.628218",울산광역시 남구 대학로 112 (무거동) ,스마일동물병원,"052-277-0075"
204,"2024-09-23 00:27:55.717910","2024-09-23 00:27:55.717917",인천광역시 부평구 후정동로 60 (삼산동) ,늘푸른동물병원,"032-507-0075"
205,"2024-09-23 00:27:55.773853","2024-09-23 00:27:55.773860",대구광역시 서구 서대구로 361 (비산동) 2층,대구시수의사회(더펫),"053-352-0622"
206,"2024-09-23 00:27:56.207835","2024-09-23 00:27:56.207842",충청북도 단양군 매포읍 우덕리 910번지,단양군유기동물보호소,"043-420-2746"
207,"2024-09-23 00:27:56.223840","2024-09-23 00:27:56.223845","강원도 홍천군 화촌면 둔덕이길 68 (화촌면, 홍천군유기동물보호센터) ",홍천군유기동물보호소,"033-434-9435"
208,"2024-09-23 00:27:56.819548","2024-09-23 00:27:56.819555",경상북도 영양군 영양읍 달구터길 85  ,영양군유기동물보호소,"070-7792-6660"
209,"2024-09-23 00:27:56.926826","2024-09-23 00:27:56.926833",전라남도 곡성군 곡성읍 군청로 50  보호소 주소 : 전남 곡성군 곡성읍 구원리 888,푸른곡성21동물보호소,"061-360-8372"
210,"2024-09-23 00:27:58.657525","2024-09-23 00:27:58.657532",대구광역시 달성군 유가읍 테크노공원로 51 (유가읍) ,현풍동물병원,"053-614-3570"
211,"2024-09-23 00:27:59.357716","2024-09-23 00:27:59.357724","전라북도 임실군 오수면 춘향로 1554-95  펫추모공원 입구, 유기동물보호센터",임실유기동물보호센터,"063-640-2507"
212,"2024-09-23 00:28:00.062205","2024-09-23 00:28:00.062212",광주광역시 광산구 첨단내촌로70번길 108-9 (월계동) ,첨단우리동물병원,"062-972-6675"
213,"2024-09-23 00:28:00.164310","2024-09-23 00:28:00.164317",서울특별시 강동구 양재대로 1385 (성내동) 둔촌동물병원,둔촌동물병원,"02-474-5100"
214,"2024-09-23 00:28:00.617672","2024-09-23 00:28:00.617681",광주광역시 북구 첨단연신로 100 (신용동) 대성베르힐 A동 206-207호,광주첨단YB동물병원,"062-571-2808"
215,"2024-09-23 00:28:01.827820","2024-09-23 00:28:01.827827","인천광역시 강화군 강화읍 강화대로 217 (강화읍, 린나이보일러) ",베스트동물병원,"032-934-9340"
216,"2024-09-23 00:28:02.495309","2024-09-23 00:28:02.495316",전라북도 장수군 천천면 승마1로 152  ,장수군 보호소,"063-350-2436"
217,"2024-09-23 00:28:03.986651","2024-09-23 00:28:03.986659",대구광역시 수성구 동원로 150 (만촌동) 금강동물병원,금강동물병원,"053-746-7111"
218,"2024-09-23 00:28:05.982502","2024-09-23 00:28:05.982508",전라남도 화순군 한천면 덕음로 115 (한천면) ,화순군유기동물보호소,"010-2663-6907"
219,"2024-09-23 00:28:07.676294","2024-09-23 00:28:07.676302",대구광역시 수성구 청호로 484 (만촌동) ,세인트동물병원,"053-744-8285"
220,"2024-09-23 00:28:07.740050","2024-09-23 00:28:07.740058",경상북도 안동시 서후면 풍산태사로 3252-29 (서후면) ,유기동물보호센터,"010-7703-1999"
221,"2024-09-23 00:28:10.618844","2024-09-23 00:28:10.618853","서울특별시 마포구 월드컵북로 27 (서교동, 이화빌딩) 서교동447-2",웰케어 동물병원,"02-337-7575"
222,"2024-10-09 14:32:09.694611","2024-10-09 14:32:09.694613",제주특별자치도 제주시 아봉로 503-1 (용강동) ,제주에니멀119(주),"010-2929-4114"
223,"2024-10-09 14:32:10.837522","2024-10-09 14:32:10.837524",경상남도 거창군 거창읍 거창대로 13-2  ,나래동물병원,"010-9074-4896"
224,"2024-10-09 14:32:13.013223","2024-10-09 14:32:13.013224",서울특별시 용산구 한남동 653-26,펫토이동물병원,"02-795-2184"
225,"2024-10-09 14:32:13.329406","2024-10-09 14:32:13.329408",서울특별시 용산구 원효로2가 84-10,열린동물병원,"02-3273-0075"
226,"2024-10-09 14:32:13.409522","2024-10-09 14:32:13.409523",제주특별자치도 제주시 첨단동길 184-14 (용강동) ,제주동물보호센터,"064-710-4067"
227,"2024-10-09 14:32:15.988528","2024-10-09 14:32:15.988530",충청북도 청주시 청원구 상당로 314 (내덕동) ,청주시 TNR,"043-201-2275"
228,"2024-10-09 14:32:17.440969","2024-10-09 14:32:17.440971",대구광역시 중구 삼덕동1가 달구벌대로 2145 ,대구시수의사회(삼덕),"053-426-1731"
229,"2024-10-09 14:32:19.515127","2024-10-09 14:32:19.515129","서울특별시 강동구 성내로 25 (성내동, 강동구청) 강동구청 ",강동구청 반려동물팀 ,"02-3425-6015"
230,"2024-10-09 14:32:23.638451","2024-10-09 14:32:23.638453",충청남도 태안군 남면 몽대로 249  ,태안 동물보호소,"041-670-2820"
231,"2025-02-16 12:36:58.038477","2025-02-16 12:36:58.040039",광주광역시 북구 본촌마을길 25-1 (본촌동) 광주동물보호센터,광주동물보호센터,"062-613-6770"
232,"2025-02-16 12:36:58.153966","2025-02-16 12:36:58.153975",서울특별시 동작구 장승배기로27길 18 (노량진동) 1층,디아크 동물종합병원,"02-816-7582"
233,"2025-02-16 12:36:58.664626","2025-02-16 12:36:58.664634",전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1 ,학교임시동물보호센터,"010-5649-3435"
234,"2025-02-16 12:36:58.966593","2025-02-16 12:36:58.966601",충청남도 예산군 예산읍 군청로 22  ,예산임시동물보호센터,"041-339-7838"
235,"2025-02-16 12:36:59.051268","2025-02-16 12:36:59.051277","강원도 동해시 대동로 159-13 (송정동, 동해시유기동물보호소) ",동해시동물보호센터,"033-522-2990"
236,"2025-02-16 12:36:59.080334","2025-02-16 12:36:59.080341",경기도 화성시 남양읍 화성로 1483-27 (남양읍) ,화성동물보호센터,"031-356-2281"
237,"2025-02-16 12:36:59.693944","2025-02-16 12:36:59.693953",인천광역시 강화군 강화읍 강화대로 254-1  ,디디동물병원,"010-2679-3786"
238,"2025-02-16 12:37:01.086256","2025-02-16 12:37:01.086263",경상북도 청도군 청도읍 중앙로 84-466  동물보호센터,청도군동물보호센터,"054-371-9267"
239,"2025-02-16 12:37:01.468611","2025-02-16 12:37:01.468619",경기도 하남시 미사동로40번길 75-91 (미사동) ,하남동물보호센터,"031-790-5853"
240,"2025-02-16 12:37:01.597257","2025-02-16 12:37:01.597266",서울특별시 성동구 고산자로 270 (행당동) 10층 여성가족과,성동구청,"02-2286-6853"
241,"2025-02-16 12:37:01.641151","2025-02-16 12:37:01.641160",강원특별자치도 인제군 인제읍 덕산로 256-41  ,인제군동물보호센터,"033-460-2473"
242,"2025-02-16 12:37:03.983621","2025-02-16 12:37:03.983640",울산광역시 울주군 삼남읍 상평강변길 3  ,초록동물병원,"052-262-6114"
243,"2025-02-16 12:37:06.088686","2025-02-16 12:37:06.088695",경상남도 통영시 한산면 호두1길 351  공공형 고양이 보호분양센터,고양이보호분양센터,"055-650-6250"
244,"2025-02-16 12:37:06.153172","2025-02-16 12:37:06.153181",전북특별자치도 전주시 완산구 거마평로 170 (효자동1가) 데이지동물병원,데이지동물병원,"063-225-7588"
245,"2025-02-16 12:37:06.173774","2025-02-16 12:37:06.173780",충청북도 단양군 매포읍 우덕리 828번지,단양군동물보호센터,"043-420-2742"
246,"2025-02-16 12:37:07.410285","2025-02-16 12:37:07.410293",경상남도 함안군 가야읍 함안대로 755 ,함안군유기동물보호소,"010-6248-2131"
247,"2025-02-16 12:37:08.356555","2025-02-16 12:37:08.356564",서울특별시 용산구 이촌동 300-23,이상윤동물병원,"02-792-5455"
